N,P,K,temperature,humidity,ph,rainfall,Total_Nutrients,Temperature_Humidity,Log_Rainfall,Label,Label_Encoded
92,20,55,25.10474753,87.5267616,6.587791262,59.26519444,167,2197.337252,4.09875473,plums,13
92,7,48,26.27520631,86.63249555,6.956508826,54.38748495,147,2276.286694,4.014353665,plums,13
91,24,55,26.27061608,83.09194521,6.259086583,46.76837499,170,2182.876592,3.866363809,plums,13
110,21,54,26.73690828,87.82430156,6.747537642,47.46447019,185,2348.150296,3.880830956,plums,13
112,25,51,25.04746944,85.5667282,6.932537231,56.72496677,188,2143.23001,4.05568978,plums,13
89,25,54,24.69368934,85.56967628,6.353107393,48.99390828,168,2113.031003,3.911901164,plums,13
100,10,53,24.54356968,84.60808277,6.211748957,42.00660251,163,2076.584375,3.761353651,plums,13
83,22,54,25.89762315,81.96664832,6.277245254,54.49960057,159,2122.741369,4.016375824,plums,13
95,14,50,26.6333118,84.31756844,6.560443519,56.31866159,159,2245.65609,4.048626253,plums,13
119,30,49,25.35794749,80.45846265,6.903020221,47.72078245,198,2040.261471,3.886105683,plums,13
97,12,47,25.28784623,89.63667876,6.765094964,58.28697664,156,2266.718549,4.082389664,plums,13
110,7,45,26.63838589,84.69546874,6.189213927,48.32428609,162,2256.150579,3.898416578,plums,13
96,18,50,25.3310446,84.30533791,6.904241707,41.53218699,164,2135.542275,3.75026113,plums,13
83,23,55,26.89750174,83.89241484,6.463271076,43.97193745,161,2256.496374,3.806038683,plums,13
120,24,47,26.98603693,89.4138489,6.260838965,58.54876687,191,2412.925428,4.086795588,plums,13
115,17,55,27.57826922,94.11878202,6.776533055,28.08253201,187,2595.633109,3.370137719,raspberries,14
114,27,48,27.82054812,93.03555162,6.528404378,26.32405487,189,2588.300041,3.307767445,raspberries,14
101,25,52,29.09910406,94.22237826,6.750145572,22.52497327,178,2741.78679,3.158062549,raspberries,14
118,18,52,28.04943594,90.83130708,6.562832807,20.76223014,188,2547.766929,3.080175905,raspberries,14
95,26,45,29.91690582,94.55695552,6.117530021,28.16057247,166,2828.851533,3.372817539,raspberries,14
81,25,49,29.86895762,93.25103208,6.076459669,26.26243014,155,2785.311125,3.305509569,raspberries,14
117,24,53,29.17220859,92.21405224,6.293486295,21.30290472,194,2690.087567,3.104716926,raspberries,14
114,30,51,29.24908541,90.06998135,6.069171847,25.93496537,195,2634.464577,3.29342527,raspberries,14
113,6,52,27.76317235,90.35567642,6.740983646,25.21609113,171,2508.560217,3.266373388,raspberries,14
108,26,52,28.82629037,94.26765349,6.201797639,26.23838511,186,2717.386752,3.304627196,raspberries,14
81,30,48,28.52379742,92.09688432,6.041027474,29.86681385,159,2626.952871,3.429681621,raspberries,14
115,9,52,29.06785065,90.97685539,6.019372459,29.1194739,176,2644.501645,3.405171936,raspberries,14
83,7,45,29.08417927,90.73891887,6.704104127,25.33014238,135,2639.066983,3.270714381,raspberries,14
84,21,55,28.47090661,94.79453182,6.494251024,21.08484101,160,2698.886263,3.094891446,raspberries,14
109,26,45,28.27973674,90.38971208,6.224535449,21.58992507,180,2556.197262,3.117504014,raspberries,14
95,27,55,28.47212559,91.21322065,6.160414414,20.88620369,177,2597.034274,3.08585647,raspberries,14
119,5,55,29.68846716,94.30111601,6.168757984,26.83924845,179,2799.655586,3.32644684,raspberries,14
110,14,51,27.02415146,91.66737633,6.085444691,21.26034986,175,2477.233062,3.102807063,raspberries,14
82,18,48,29.09588297,94.16748386,6.159050816,26.70581328,148,2739.88609,3.321642257,raspberries,14
87,14,48,29.69238699,92.58862544,6.606033244,29.1102594,149,2749.177297,3.404865958,raspberries,14
85,9,53,28.20619412,92.86798698,6.447662945,28.78654515,147,2619.452468,3.394056787,raspberries,14
100,6,53,29.05248036,93.92217834,6.105909623,23.66620626,159,2728.672242,3.205434139,raspberries,14
107,12,46,29.57240298,93.61870344,6.559763394,27.56918621,165,2768.530025,3.352328732,raspberries,14
91,13,47,29.10968327,92.43510994,6.14410903,27.95602304,151,2690.756773,3.365778232,raspberries,14
102,25,50,28.20480805,92.91440379,6.099662369,20.36001144,177,2620.632924,3.06152055,raspberries,14
117,25,53,29.11858526,92.12543021,6.413927319,24.52020164,195,2682.562194,3.23947036,raspberries,14
85,21,52,29.62800691,90.10051615,6.075144116,23.69586761,158,2669.498715,3.206635926,raspberries,14
104,25,55,29.81196601,90.36881284,6.123802502,22.68766503,184,2694.071977,3.16495445,raspberries,14
102,24,54,27.72338349,90.93897939,6.698468621,22.81863447,180,2521.1362,3.170468235,raspberries,14
116,25,50,29.26092798,92.92367701,6.088885814,28.70627683,191,2719.033021,3.391358365,raspberries,14
100,17,48,29.72791119,94.29753295,6.367800632,26.52364146,165,2803.268685,3.315045325,raspberries,14
110,25,54,28.91105641,90.78413842,6.425930938,23.44398467,189,2624.665347,3.19638416,raspberries,14
104,25,51,28.96361426,93.88482153,6.469983276,23.56130173,180,2719.243756,3.201172104,raspberries,14
107,11,54,28.59052369,91.33617236,6.094016338,29.44008034,172,2611.349,3.415760172,raspberries,14
98,26,52,27.33897716,90.69759008,6.150090899,28.69113835,176,2479.579344,3.390848629,raspberries,14
88,17,52,29.90415889,90.75284363,6.646962425,25.37828397,157,2713.887456,3.272541095,raspberries,14
87,25,46,27.42711692,90.02696201,6.379690748,21.7508774,158,2469.180013,3.124603712,raspberries,14
120,8,46,29.55657523,90.70937262,6.732834334,28.36535596,174,2681.058396,3.379815611,raspberries,14
95,13,46,29.84070774,93.76312893,6.126019932,23.28207838,154,2797.958127,3.189738563,raspberries,14
108,22,47,28.53545677,91.72742702,6.161123579,25.1290048,177,2617.484028,3.263045992,raspberries,14
82,13,52,27.11535046,94.86907886,6.442810053,26.51924782,147,2572.408321,3.314885681,raspberries,14
120,23,55,27.84492803,91.60666594,6.732049075,26.47844429,198,2550.78102,3.313401853,raspberries,14
110,22,47,29.03157242,91.82172592,6.243673725,24.93861254,179,2665.729086,3.25573269,raspberries,14
95,23,45,27.82424457,90.56698742,6.266208727,21.19014526,163,2519.958008,3.099648283,raspberries,14
106,10,49,27.72653142,92.00687531,6.350623739,20.21126747,165,2551.031519,3.054532525,raspberries,14
99,12,52,28.69708334,94.30759855,6.002927293,22.21807088,163,2706.353015,3.144930893,raspberries,14
106,20,51,29.73019662,90.97015715,6.342573112,20.49035619,177,2704.560659,3.067604285,raspberries,14
83,11,53,29.54097171,92.91778307,6.163921248,21.9653077,147,2744.881601,3.133984716,raspberries,14
117,19,55,28.80311922,91.78336933,6.121745389,25.16359891,191,2643.647329,3.26436909,raspberries,14
98,26,49,27.29035669,90.53330091,6.130160473,23.49535234,173,2470.686074,3.198483399,raspberries,14
113,20,48,27.46583649,94.87679041,6.440584681,27.27899847,181,2605.870412,3.342119426,raspberries,14
101,17,47,29.49401389,94.72981338,6.185053234,26.30820876,165,2793.962432,3.307187344,raspberries,14
98,7,45,27.79161808,92.51054946,6.157724816,26.85422624,150,2571.017859,3.326984705,raspberries,14
93,22,48,29.12533739,91.52291141,6.776987974,21.90440445,163,2665.635674,3.131329226,raspberries,14
95,21,47,27.93114233,93.56161439,6.431970877,20.66127836,163,2613.282768,3.075526259,raspberries,14
109,12,48,29.45771748,92.12534736,6.708743843,20.76212031,169,2713.802455,3.080170858,raspberries,14
118,12,47,27.96872279,92.17444796,6.010739645,28.94766949,177,2578.001583,3.399451508,raspberries,14
100,14,49,29.48882958,91.07574233,6.365956658,26.01909355,163,2685.717044,3.296543785,raspberries,14
89,9,47,29.47156259,90.77069618,6.668382766,28.75226067,145,2675.154254,3.392905118,raspberries,14
95,16,46,27.0767265,90.14362622,6.74669542,24.4514648,157,2440.794313,3.236773297,raspberries,14
95,7,45,27.30008597,90.80015308,6.031665834,25.09484511,147,2478.851985,3.261737789,raspberries,14
87,6,45,29.82729394,90.79007335,6.40077205,22.84203589,138,2708.022205,3.171450237,raspberries,14
93,20,50,29.93061247,93.22980899,6.448792689,24.34814338,163,2790.425284,3.232705488,raspberries,14
84,29,49,29.94349168,93.90741192,6.251420275,20.39020503,162,2811.915808,3.062933108,raspberries,14
111,5,47,28.03306461,91.47355778,6.274452811,21.17924769,163,2564.284155,3.099157063,raspberries,14
111,5,52,29.8843055,94.0371147,6.135996372,21.0000988,168,2810.233864,3.091046944,raspberries,14
111,15,54,27.7058373,92.91185695,6.194090172,22.06207161,180,2574.200792,3.138189346,raspberries,14
89,11,47,29.78714005,94.65343534,6.327822962,27.8659442,147,2819.455135,3.362662499,raspberries,14
110,15,48,28.57819995,92.86597437,6.212567211,27.5987178,173,2653.942384,3.353361885,raspberries,14
95,30,52,29.48069921,90.33698678,6.640470863,26.0365768,177,2663.197535,3.297190646,raspberries,14
115,12,52,27.51492243,94.96218673,6.685553129,21.01796432,179,2612.877202,3.09185868,raspberries,14
120,25,50,28.05457761,94.81637388,6.327210469,21.84869328,195,2660.03332,3.128893929,raspberries,14
102,11,45,29.03167341,93.12603235,6.35544263,24.15591199,158,2703.604557,3.225092938,raspberries,14
94,5,55,28.5854649,91.89216849,6.085682344,26.88372572,154,2626.780357,3.328043211,raspberries,14
84,18,46,27.08808014,93.42402083,6.781050373,25.32159689,148,2530.677363,3.270389777,raspberries,14
107,22,54,27.99611732,90.84660317,6.630301421,21.61893763,183,2543.35216,3.118787504,raspberries,14
80,18,52,27.87317436,91.14849627,6.484799661,24.05207925,150,2540.597929,3.220956828,raspberries,14
86,18,45,28.96586565,90.71832938,6.566759102,22.25838137,149,2627.734941,3.146665556,raspberries,14
113,28,48,28.87726019,92.48839665,6.170520518,24.44267592,189,2670.811495,3.236427918,raspberries,14
115,18,53,29.17052093,94.19790371,6.012480351,22.06994464,186,2747.801922,3.138530673,raspberries,14
82,20,54,29.34033587,90.01506395,6.541150335,21.44532907,156,2641.07221,3.111082533,raspberries,14
98,22,47,29.07265321,91.91533173,6.341400922,28.83568362,167,2672.222564,3.395705114,raspberries,14
117,25,54,28.68275966,92.50969311,6.150686364,29.11187663,196,2653.433294,3.404919666,raspberries,14
83,15,49,28.92705913,91.39356832,6.438008153,23.20076686,147,2643.747155,3.186384321,raspberries,14
120,16,51,27.99901833,91.64193051,6.547041903,23.28618248,187,2565.884092,3.189907566,raspberries,14
111,5,50,27.59350075,91.79742953,6.399891457,24.84266123,166,2533.012441,3.252026662,raspberries,14
85,21,47,29.87331077,90.60932469,6.186770318,24.69720481,153,2706.800515,3.246382224,raspberries,14
90,23,54,28.55852465,90.45773041,6.159020864,27.26588346,167,2583.339324,3.341655546,raspberries,14
99,29,55,29.19378695,91.46241065,6.660954816,26.48240255,183,2670.13413,3.313545893,raspberries,14
102,11,47,27.98780984,92.78226196,6.504906979,27.14509034,160,2596.772304,3.337372929,raspberries,14
80,18,51,28.05380704,91.81758779,6.706053225,20.76582087,149,2575.832891,3.080340889,raspberries,14
87,21,52,27.3506296,94.2911951,6.067665498,27.21244021,160,2578.923552,3.339763023,raspberries,14
114,8,52,29.34081108,94.5513539,6.419083092,28.22908103,174,2774.213412,3.375164139,raspberries,14
99,6,46,28.61475136,94.22253035,6.39637861,28.98574189,151,2696.154278,3.400721998,raspberries,14
89,25,50,27.04863538,91.34685096,6.375923383,25.08146686,164,2470.807665,3.26122498,raspberries,14
96,13,55,29.5275305,94.57459443,6.700337732,21.13545688,164,2792.554222,3.097180707,raspberries,14
82,26,47,28.50416396,93.46806467,6.565312653,24.20007242,155,2664.22904,3.226846868,raspberries,14
106,21,52,28.89578588,94.78993038,6.286515359,23.0362503,179,2739.029532,3.17956312,raspberries,14
90,15,52,27.04927452,91.3821731,6.448061578,23.65747461,157,2471.821486,3.205080084,raspberries,14
106,16,54,28.96017885,91.69532178,6.585872508,24.7458198,176,2655.512918,3.248272276,raspberries,14
24,128,196,22.75088787,90.69489172,5.521466996,110.4317855,348,2063.389312,4.713412614,pears,15
7,144,197,23.8494014,94.34814995,6.133220586,114.0512495,348,2250.1469,4.745377677,pears,15
14,128,205,22.60800988,94.58900601,6.226289556,116.0396587,347,2138.469182,4.762512841,pears,15
8,120,201,21.18667419,91.13435689,6.321152192,122.233323,329,1930.833927,4.814079493,pears,15
20,129,201,23.41044706,91.69913296,5.587905967,116.0777931,350,2146.717698,4.762838612,pears,15
32,137,204,22.86006627,93.12859895,5.824151693,117.7296726,373,2128.925944,4.77684925,pears,15
27,139,205,22.48403042,93.40819246,5.772179946,105.5473627,371,2100.192641,4.668589606,pears,15
0,123,205,22.02775403,92.96129462,5.790993052,121.1349176,328,2047.728532,4.805126316,pears,15
22,144,196,21.91191314,91.68748063,6.499226821,117.0761277,362,2009.048112,4.771329566,pears,15
1,124,199,23.71059131,93.27392415,5.658473817,112.6676589,324,2211.579895,4.733278918,pears,15
30,122,197,21.37784654,92.72043743,5.573241391,106.1417017,349,1982.163283,4.674152273,pears,15
29,121,196,22.84852833,94.32130209,6.079497202,123.5977843,346,2155.102943,4.825090824,pears,15
13,126,204,23.1094265,92.79630809,6.383180271,108.183792,343,2144.469461,4.693032627,pears,15
9,139,199,23.25230817,94.54128292,5.867420996,105.3558408,347,2198.303045,4.666790461,pears,15
0,133,200,23.67287749,90.4935574,5.708418722,104.2298028,333,2142.242898,4.656146557,pears,15
30,143,199,23.76881552,90.59810302,5.7983508,102.2648546,372,2153.409597,4.637297092,pears,15
36,140,198,23.34386401,91.47684705,6.28188384,104.4267991,374,2135.423078,4.658016865,pears,15
37,137,199,22.63946441,90.18451645,5.697945522,108.3405879,373,2041.729151,4.69446767,pears,15
33,121,203,22.45696744,94.76285385,5.605934087,114.8407725,357,2128.086323,4.752216597,pears,15
7,144,195,22.96388477,93.58065995,5.85648105,104.6472986,346,2148.975492,4.660106174,pears,15
35,128,205,21.07273439,93.56585985,6.041053829,107.8737015,368,1971.688513,4.690188509,pears,15
29,128,198,22.44075021,92.70785115,5.685062404,121.4977331,355,2080.43373,4.808092525,pears,15
2,143,196,22.71271308,90.45261746,5.669489065,109.8852597,341,2054.424348,4.70849597,pears,15
34,140,198,21.70416965,93.44006288,5.751707342,115.1781396,372,2028.038977,4.755124699,pears,15
29,144,204,22.43324518,92.48667725,5.800448951,119.1025189,377,2074.776307,4.788345702,pears,15
32,141,203,21.25941052,92.84416234,5.821347769,109.0658471,376,1973.812162,4.701078797,pears,15
13,144,197,22.9215706,94.89613443,6.28022267,105.6941544,354,2175.168445,4.669966371,pears,15
25,143,198,22.81212536,91.51861705,6.027314401,107.855225,366,2087.734165,4.690018788,pears,15
9,137,200,21.12152071,90.6878768,5.636687393,102.8017203,346,1915.465868,4.642482544,pears,15
6,144,198,21.11478672,90.31528693,5.559363609,104.5086618,348,1906.988021,4.658793052,pears,15
37,126,196,23.59997268,90.97597665,5.596449493,107.1728191,359,2147.030563,4.683730125,pears,15
2,120,203,23.12652652,94.71203306,5.893492999,108.6211833,325,2190.360344,4.697030634,pears,15
11,143,197,22.98458907,93.3204487,5.875718516,122.1952483,351,2144.932165,4.813770481,pears,15
10,141,201,22.12659387,90.97818277,6.386021424,104.5412275,352,2013.037301,4.659101659,pears,15
24,142,202,22.53779727,91.48135786,5.710819862,101.8474768,368,2061.788297,4.633247083,pears,15
23,138,195,22.49095104,91.70292746,5.795985716,124.3915101,356,2062.486052,4.831440923,pears,15
18,125,204,22.35548159,94.47811755,6.046673619,116.7366261,347,2112.103818,4.768450148,pears,15
13,121,196,22.20700989,93.50574163,6.443382913,120.1593771,330,2076.482929,4.797106845,pears,15
26,122,202,22.44516988,94.73763514,5.617227184,107.1843273,350,2126.402315,4.683836507,pears,15
28,123,202,22.76643029,92.12438519,6.442289294,120.4359949,353,2097.343393,4.799387333,pears,15
26,121,201,22.19109412,90.02575116,6.162034371,112.3126628,348,1997.769917,4.730150925,pears,15
21,137,196,23.6119202,91.70293849,5.812781806,123.5900822,354,2165.282466,4.825029006,pears,15
21,135,198,23.86087054,94.92048112,5.765015126,105.0241329,354,2264.885312,4.663666737,pears,15
5,144,205,21.42177231,92.62665309,6.184922574,102.8045658,354,1984.227072,4.642509956,pears,15
2,123,205,22.36629253,90.78572467,5.739652177,124.9831618,330,2030.540076,4.836148262,pears,15
15,133,199,23.99686172,91.61001707,5.824778636,117.6102915,347,2198.352912,4.775843258,pears,15
31,130,198,21.80129837,92.73446667,5.554823557,120.0586671,359,2021.731777,4.79627528,pears,15
25,143,200,23.80436344,92.80441624,6.024248787,100.6192543,368,2209.150053,4.621233028,pears,15
16,143,204,23.71475278,91.53331177,5.631333387,121.8961665,363,2170.68986,4.811339824,pears,15
19,122,202,23.34467359,90.37981478,5.811975094,112.8954016,343,2109.887275,4.735280497,pears,15
10,125,196,22.31253665,90.03577124,5.730557448,113.0688155,331,2008.926446,4.736801911,pears,15
20,139,202,23.50201428,92.21083961,5.66999105,107.9868949,361,2167.140469,4.691227645,pears,15
28,123,198,23.46260321,91.45665004,5.682751473,111.7763395,349,2145.811091,4.725406561,pears,15
28,136,200,23.06204373,92.39544055,6.245858905,114.7399101,364,2130.82769,4.751345519,pears,15
2,131,199,22.47420512,91.22759742,6.017370134,124.2179699,332,2050.267737,4.830055978,pears,15
2,140,197,22.69780133,92.82223419,5.53456749,105.0508234,339,2106.860631,4.663918445,pears,15
27,138,201,23.66682067,93.90191078,5.952367662,105.4004751,366,2222.359683,4.667210042,pears,15
30,127,204,22.50050273,92.45878335,6.126436584,100.9343903,361,2080.369107,4.624329374,pears,15
32,145,203,23.83053666,90.84422164,6.406818518,109.5966791,380,2164.866554,4.705890062,pears,15
29,139,205,23.64142354,93.74461474,6.155939453,116.6912176,373,2216.256142,4.768064395,pears,15
26,126,195,21.41363812,92.99124545,5.878568981,118.3979065,347,1991.280878,4.782461667,pears,15
40,136,202,22.85267372,94.5764581,5.935336308,117.5314026,378,2161.324939,4.775177926,pears,15
6,124,200,22.98208095,93.84505029,5.971332179,109.5852253,330,2156.754543,4.705786493,pears,15
35,138,200,21.19909519,90.80819418,5.67130617,103.6838922,373,1925.051552,4.650945259,pears,15
17,136,196,23.87192332,90.49939035,5.882155988,103.0548094,349,2160.394507,4.644917774,pears,15
33,134,205,21.0365275,94.33919546,6.08551916,114.7412734,372,1984.56908,4.751357298,pears,15
16,143,197,22.61711614,93.51978375,5.90402645,116.9256766,356,2115.14781,4.770054567,pears,15
27,120,200,21.45278675,90.74531921,6.110218826,116.7036582,347,1946.739982,4.768170094,pears,15
29,145,205,22.81227579,92.12992101,6.212302608,109.3383552,379,2101.693167,4.703551601,pears,15
3,141,197,21.98141856,91.12719303,6.142803397,115.4789148,341,2003.104972,4.757710268,pears,15
15,123,204,22.52709326,92.54780429,6.365972688,115.3830068,342,2084.833018,4.756886535,pears,15
5,136,195,22.35628673,91.92360477,6.264202804,107.7697413,336,2055.070465,4.689233183,pears,15
10,136,204,21.19852186,92.15595143,6.276198595,105.8554351,350,1953.569951,4.671476847,pears,15
